polygon,COUNT,globecover,year,server_type
brazil,34704,200,2009,gee
brazil,58503,210,2009,gee
brazil,114,220,2009,gee
drc,10943,30,2009,gee
drc,5912,40,2009,gee
drc,420,50,2009,gee
drc,18,60,2009,gee
drc,8,110,2009,gee
drc,71,130,2009,gee
drc,4883,160,2009,gee
drc,77,210,2009,gee
paraguay,4547,14,2009,gee
paraguay,22613,20,2009,gee
paraguay,12160,30,2009,gee
paraguay,62167,40,2009,gee
paraguay,4222,50,2009,gee
paraguay,3086,130,2009,gee
paraguay,1,210,2009,gee
wdpa_idn_complex,4,11,2009,gee
wdpa_idn_complex,489,14,2009,gee
wdpa_idn_complex,1107,20,2009,gee
wdpa_idn_complex,295,30,2009,gee
wdpa_idn_complex,2609,40,2009,gee
wdpa_idn_complex,107,130,2009,gee
wdpa_idn_complex,932,160,2009,gee
wdpa_idn_complex,1,170,2009,gee
wdpa_idn_complex,22,210,2009,gee
amazonia_biome,327875,14,2008,gee
amazonia_biome,2168757,20,2008,gee
amazonia_biome,694855,30,2008,gee
amazonia_biome,13819735,40,2008,gee
amazonia_biome,107578,50,2008,gee
amazonia_biome,2741,60,2008,gee
amazonia_biome,93245,110,2008,gee
amazonia_biome,1705,120,2008,gee
amazonia_biome,743148,130,2008,gee
amazonia_biome,45813,140,2008,gee
amazonia_biome,20,150,2008,gee
amazonia_biome,347621,160,2008,gee
amazonia_biome,4748,170,2008,gee
amazonia_biome,196078,180,2008,gee
amazonia_biome,720,190,2008,gee
amazonia_biome,2150,200,2008,gee
amazonia_biome,28559,210,2008,gee
amazonia_biome,835,220,2008,gee
brazil,1228695,14,2008,gee
brazil,5676370,20,2008,gee
brazil,4003771,30,2008,gee
brazil,19122951,40,2008,gee
brazil,1026239,50,2008,gee
brazil,119662,60,2008,gee
brazil,8,100,2008,gee
brazil,171188,110,2008,gee
brazil,9137,120,2008,gee
brazil,2647981,130,2008,gee
brazil,55937,140,2008,gee
brazil,18385,150,2008,gee
brazil,376938,160,2008,gee
brazil,10386,170,2008,gee
brazil,308799,180,2008,gee
brazil,2435,190,2008,gee
brazil,43525,200,2008,gee
brazil,46250,210,2008,gee
brazil,849,220,2008,gee
drc,14,14,2008,gee
drc,6007,30,2008,gee
drc,2888,40,2008,gee
drc,1133,50,2008,gee
drc,28,60,2008,gee
drc,7,110,2008,gee
drc,10,130,2008,gee
drc,2971,160,2008,gee
drc,2,170,2008,gee
drc,47,180,2008,gee
drc,66,210,2008,gee
paraguay,6243,14,2008,gee
paraguay,37693,20,2008,gee
paraguay,21061,30,2008,gee
paraguay,54492,40,2008,gee
paraguay,9910,50,2008,gee
paraguay,3033,130,2008,gee
paraguay,6,200,2008,gee
wdpa_idn_complex,437,14,2008,gee
wdpa_idn_complex,1841,20,2008,gee
wdpa_idn_complex,246,30,2008,gee
wdpa_idn_complex,6186,40,2008,gee
wdpa_idn_complex,46,130,2008,gee
wdpa_idn_complex,7631,160,2008,gee
wdpa_idn_complex,7,210,2008,gee
amazonia_biome,376332,14,2007,gee
amazonia_biome,2316815,20,2007,gee
amazonia_biome,906742,30,2007,gee
amazonia_biome,14433231,40,2007,gee
amazonia_biome,218185,50,2007,gee
amazonia_biome,4106,60,2007,gee
amazonia_biome,79567,110,2007,gee
amazonia_biome,828,120,2007,gee
amazonia_biome,784676,130,2007,gee
amazonia_biome,45787,140,2007,gee
amazonia_biome,226,150,2007,gee
amazonia_biome,327090,160,2007,gee
amazonia_biome,5027,170,2007,gee
amazonia_biome,127721,180,2007,gee
amazonia_biome,426,190,2007,gee
amazonia_biome,673,200,2007,gee
amazonia_biome,24792,210,2007,gee
amazonia_biome,1775,220,2007,gee
brazil,1394445,14,2007,gee
brazil,6978004,20,2007,gee
brazil,4209723,30,2007,gee
brazil,20081241,40,2007,gee
brazil,1242615,50,2007,gee
brazil,126642,60,2007,gee
brazil,131438,110,2007,gee
brazil,6524,120,2007,gee
brazil,2558968,130,2007,gee
brazil,53497,140,2007,gee
brazil,3667,150,2007,gee
brazil,361133,160,2007,gee
brazil,9581,170,2007,gee
brazil,304584,180,2007,gee
brazil,2236,190,2007,gee
brazil,8262,200,2007,gee
brazil,40475,210,2007,gee
brazil,1777,220,2007,gee
drc,5,14,2007,gee
drc,555,30,2007,gee
drc,722,40,2007,gee
drc,46,50,2007,gee
drc,3,60,2007,gee
drc,2,130,2007,gee
drc,189,160,2007,gee
drc,1,170,2007,gee
drc,42,210,2007,gee
paraguay,13884,14,2007,gee
paraguay,58700,20,2007,gee
paraguay,33472,30,2007,gee
paraguay,112095,40,2007,gee
paraguay,6358,50,2007,gee
paraguay,3546,130,2007,gee
wdpa_idn_complex,4,11,2007,gee
wdpa_idn_complex,1530,14,2007,gee
wdpa_idn_complex,10340,20,2007,gee
wdpa_idn_complex,1773,30,2007,gee
wdpa_idn_complex,30172,40,2007,gee
wdpa_idn_complex,16,110,2007,gee
wdpa_idn_complex,507,130,2007,gee
wdpa_idn_complex,34943,160,2007,gee
wdpa_idn_complex,2,170,2007,gee
wdpa_idn_complex,14,210,2007,gee
amazonia_biome,408833,14,2006,gee
amazonia_biome,3648099,20,2006,gee
amazonia_biome,1131399,30,2006,gee
amazonia_biome,17541158,40,2006,gee
amazonia_biome,152027,50,2006,gee
amazonia_biome,3734,60,2006,gee
amazonia_biome,110930,110,2006,gee
amazonia_biome,497,120,2006,gee
amazonia_biome,779530,130,2006,gee
amazonia_biome,41826,140,2006,gee
amazonia_biome,165,150,2006,gee
amazonia_biome,401516,160,2006,gee
amazonia_biome,4902,170,2006,gee
amazonia_biome,155922,180,2006,gee
amazonia_biome,664,190,2006,gee
amazonia_biome,68,200,2006,gee
amazonia_biome,32719,210,2006,gee
amazonia_biome,1581,220,2006,gee
brazil,1213451,14,2006,gee
brazil,7417550,20,2006,gee
brazil,4092389,30,2006,gee
brazil,22662515,40,2006,gee
brazil,1009149,50,2006,gee
brazil,74324,60,2006,gee
brazil,182125,110,2006,gee
brazil,7252,120,2006,gee
brazil,2443885,130,2006,gee
brazil,46552,140,2006,gee
brazil,4111,150,2006,gee
brazil,431564,160,2006,gee
brazil,10011,170,2006,gee
brazil,252559,180,2006,gee
brazil,1711,190,2006,gee
brazil,12448,200,2006,gee
brazil,47854,210,2006,gee
brazil,1595,220,2006,gee
drc,3745,30,2006,gee
drc,1338,40,2006,gee
drc,155,50,2006,gee
drc,2,60,2006,gee
drc,19,130,2006,gee
drc,656,160,2006,gee
drc,14,170,2006,gee
drc,50,210,2006,gee
paraguay,8547,14,2006,gee
paraguay,45683,20,2006,gee
paraguay,22139,30,2006,gee
paraguay,37192,40,2006,gee
paraguay,3315,50,2006,gee
paraguay,4764,130,2006,gee
paraguay,118,180,2006,gee
wdpa_idn_complex,14,11,2006,gee
wdpa_idn_complex,731,14,2006,gee
wdpa_idn_complex,1991,20,2006,gee
wdpa_idn_complex,216,30,2006,gee
wdpa_idn_complex,6481,40,2006,gee
wdpa_idn_complex,1,110,2006,gee
wdpa_idn_complex,163,130,2006,gee
wdpa_idn_complex,4833,160,2006,gee
wdpa_idn_complex,3,210,2006,gee
amazonia_biome,1094322,14,2005,gee
amazonia_biome,5400813,20,2005,gee
amazonia_biome,1722989,30,2005,gee
amazonia_biome,21611269,40,2005,gee
amazonia_biome,159915,50,2005,gee
amazonia_biome,4005,60,2005,gee
amazonia_biome,253616,110,2005,gee
amazonia_biome,5882,120,2005,gee
amazonia_biome,1202514,130,2005,gee
amazonia_biome,88421,140,2005,gee
amazonia_biome,160,150,2005,gee
amazonia_biome,538316,160,2005,gee
amazonia_biome,2180,170,2005,gee
amazonia_biome,257879,180,2005,gee
amazonia_biome,409,190,2005,gee
amazonia_biome,93,200,2005,gee
amazonia_biome,45407,210,2005,gee
amazonia_biome,826,220,2005,gee
brazil,2251658,14,2005,gee
brazil,9200426,20,2005,gee
brazil,4785018,30,2005,gee
brazil,27330106,40,2005,gee
brazil,938909,50,2005,gee
brazil,57511,60,2005,gee
brazil,359670,110,2005,gee
brazil,20103,120,2005,gee
brazil,2857569,130,2005,gee
brazil,95011,140,2005,gee
brazil,11916,150,2005,gee
brazil,636745,160,2005,gee
brazil,6376,170,2005,gee
brazil,348770,180,2005,gee
brazil,1608,190,2005,gee
brazil,4992,200,2005,gee
brazil,58851,210,2005,gee
brazil,833,220,2005,gee
drc,4469,30,2005,gee
drc,1870,40,2005,gee
drc,173,50,2005,gee
drc,14,60,2005,gee
drc,73,130,2005,gee
drc,2427,160,2005,gee
drc,15,170,2005,gee
drc,138,210,2005,gee
paraguay,11171,14,2005,gee
paraguay,60163,20,2005,gee
paraguay,25726,30,2005,gee
paraguay,43838,40,2005,gee
paraguay,4294,50,2005,gee
paraguay,5,110,2005,gee
paraguay,6455,130,2005,gee
wdpa_idn_complex,101,14,2005,gee
wdpa_idn_complex,157,20,2005,gee
wdpa_idn_complex,65,30,2005,gee
wdpa_idn_complex,1869,40,2005,gee
wdpa_idn_complex,9,130,2005,gee
wdpa_idn_complex,453,160,2005,gee
wdpa_idn_complex,2,170,2005,gee
wdpa_idn_complex,2,210,2005,gee
amazonia_biome,867213,14,2004,gee
amazonia_biome,6868310,20,2004,gee
amazonia_biome,2060814,30,2004,gee
amazonia_biome,20315125,40,2004,gee
amazonia_biome,194732,50,2004,gee
amazonia_biome,1619,60,2004,gee
amazonia_biome,341385,110,2004,gee
amazonia_biome,8039,120,2004,gee
amazonia_biome,1908912,130,2004,gee
amazonia_biome,66632,140,2004,gee
amazonia_biome,2565,150,2004,gee
amazonia_biome,404054,160,2004,gee
amazonia_biome,6102,170,2004,gee
amazonia_biome,220903,180,2004,gee
amazonia_biome,1074,190,2004,gee
amazonia_biome,72,200,2004,gee
amazonia_biome,24738,210,2004,gee
amazonia_biome,298,220,2004,gee
brazil,3651189,14,2004,gee
brazil,11582701,20,2004,gee
brazil,5997188,30,2004,gee
brazil,26541860,40,2004,gee
brazil,1128618,50,2004,gee
brazil,74440,60,2004,gee
brazil,4,100,2004,gee
brazil,475559,110,2004,gee
brazil,22306,120,2004,gee
brazil,3702822,130,2004,gee
brazil,75313,140,2004,gee
brazil,13618,150,2004,gee
brazil,496958,160,2004,gee
brazil,9636,170,2004,gee
brazil,283715,180,2004,gee
brazil,1907,190,2004,gee
brazil,5889,200,2004,gee
brazil,36397,210,2004,gee
brazil,307,220,2004,gee
drc,5628,30,2004,gee
drc,2661,40,2004,gee
drc,121,50,2004,gee
drc,51,130,2004,gee
drc,3,140,2004,gee
drc,1122,160,2004,gee
drc,13,170,2004,gee
drc,40,210,2004,gee
paraguay,55578,14,2004,gee
paraguay,97053,20,2004,gee
paraguay,41960,30,2004,gee
paraguay,82185,40,2004,gee
paraguay,6261,50,2004,gee
paraguay,75,110,2004,gee
paraguay,6424,130,2004,gee
wdpa_idn_complex,51,11,2004,gee
wdpa_idn_complex,318,14,2004,gee
wdpa_idn_complex,1381,20,2004,gee
wdpa_idn_complex,148,30,2004,gee
wdpa_idn_complex,4616,40,2004,gee
wdpa_idn_complex,798,130,2004,gee
wdpa_idn_complex,1929,160,2004,gee
wdpa_idn_complex,24,210,2004,gee
amazonia_biome,1265870,14,2003,gee
amazonia_biome,5773899,20,2003,gee
amazonia_biome,1782941,30,2003,gee
amazonia_biome,15087135,40,2003,gee
amazonia_biome,214670,50,2003,gee
amazonia_biome,2212,60,2003,gee
amazonia_biome,298621,110,2003,gee
amazonia_biome,4683,120,2003,gee
amazonia_biome,1643977,130,2003,gee
amazonia_biome,48267,140,2003,gee
amazonia_biome,94,150,2003,gee
amazonia_biome,365807,160,2003,gee
amazonia_biome,2568,170,2003,gee
amazonia_biome,112459,180,2003,gee
amazonia_biome,316,190,2003,gee
amazonia_biome,190,200,2003,gee
amazonia_biome,22840,210,2003,gee
amazonia_biome,389,220,2003,gee
brazil,4442918,14,2003,gee
brazil,10450071,20,2003,gee
brazil,5219387,30,2003,gee
brazil,20065350,40,2003,gee
brazil,1040319,50,2003,gee
brazil,55492,60,2003,gee
brazil,439613,110,2003,gee
brazil,11358,120,2003,gee
brazil,2998482,130,2003,gee
brazil,54214,140,2003,gee
brazil,3042,150,2003,gee
brazil,462089,160,2003,gee
brazil,5315,170,2003,gee
brazil,178777,180,2003,gee
brazil,1283,190,2003,gee
brazil,6560,200,2003,gee
brazil,32816,210,2003,gee
brazil,390,220,2003,gee
drc,995,30,2003,gee
drc,906,40,2003,gee
drc,42,50,2003,gee
drc,6,60,2003,gee
drc,286,160,2003,gee
drc,3,210,2003,gee
paraguay,69491,14,2003,gee
paraguay,81690,20,2003,gee
paraguay,37305,30,2003,gee
paraguay,51565,40,2003,gee
paraguay,5189,50,2003,gee
paraguay,4902,130,2003,gee
wdpa_idn_complex,4,11,2003,gee
wdpa_idn_complex,942,14,2003,gee
wdpa_idn_complex,3469,20,2003,gee
wdpa_idn_complex,483,30,2003,gee
wdpa_idn_complex,6618,40,2003,gee
wdpa_idn_complex,67,110,2003,gee
wdpa_idn_complex,738,130,2003,gee
wdpa_idn_complex,1791,160,2003,gee
wdpa_idn_complex,29,210,2003,gee
amazonia_biome,1493071,14,2002,gee
amazonia_biome,7386581,20,2002,gee
amazonia_biome,2208513,30,2002,gee
amazonia_biome,16837513,40,2002,gee
amazonia_biome,232525,50,2002,gee
amazonia_biome,2823,60,2002,gee
amazonia_biome,272298,110,2002,gee
amazonia_biome,3094,120,2002,gee
amazonia_biome,1362119,130,2002,gee
amazonia_biome,36401,140,2002,gee
amazonia_biome,361,150,2002,gee
amazonia_biome,491625,160,2002,gee
amazonia_biome,5686,170,2002,gee
amazonia_biome,116341,180,2002,gee
amazonia_biome,640,190,2002,gee
amazonia_biome,462,200,2002,gee
amazonia_biome,30538,210,2002,gee
amazonia_biome,348,220,2002,gee
brazil,4187520,14,2002,gee
brazil,11642381,20,2002,gee
brazil,5693330,30,2002,gee
brazil,21990957,40,2002,gee
brazil,1103846,50,2002,gee
brazil,61224,60,2002,gee
brazil,1,100,2002,gee
brazil,373204,110,2002,gee
brazil,8315,120,2002,gee
brazil,2598280,130,2002,gee
brazil,41220,140,2002,gee
brazil,3026,150,2002,gee
brazil,550735,160,2002,gee
brazil,9073,170,2002,gee
brazil,199783,180,2002,gee
brazil,1764,190,2002,gee
brazil,5016,200,2002,gee
brazil,43186,210,2002,gee
brazil,353,220,2002,gee
drc,9,14,2002,gee
drc,1676,30,2002,gee
drc,925,40,2002,gee
drc,46,50,2002,gee
drc,1,60,2002,gee
drc,23,130,2002,gee
drc,227,160,2002,gee
drc,1,180,2002,gee
drc,5,210,2002,gee
paraguay,71840,14,2002,gee
paraguay,99264,20,2002,gee
paraguay,49935,30,2002,gee
paraguay,76004,40,2002,gee
paraguay,5545,50,2002,gee
paraguay,5502,130,2002,gee
wdpa_idn_complex,3,11,2002,gee
wdpa_idn_complex,319,14,2002,gee
wdpa_idn_complex,1545,20,2002,gee
wdpa_idn_complex,263,30,2002,gee
wdpa_idn_complex,7844,40,2002,gee
wdpa_idn_complex,21,110,2002,gee
wdpa_idn_complex,354,130,2002,gee
wdpa_idn_complex,2794,160,2002,gee
wdpa_idn_complex,3,170,2002,gee
wdpa_idn_complex,14,210,2002,gee
amazonia_biome,1098707,14,2001,gee
amazonia_biome,5146600,20,2001,gee
amazonia_biome,1503804,30,2001,gee
amazonia_biome,12668253,40,2001,gee
amazonia_biome,154451,50,2001,gee
amazonia_biome,2710,60,2001,gee
amazonia_biome,146191,110,2001,gee
amazonia_biome,1589,120,2001,gee
amazonia_biome,767918,130,2001,gee
amazonia_biome,31551,140,2001,gee
amazonia_biome,29,150,2001,gee
amazonia_biome,331349,160,2001,gee
amazonia_biome,1815,170,2001,gee
amazonia_biome,98148,180,2001,gee
amazonia_biome,447,190,2001,gee
amazonia_biome,105,200,2001,gee
amazonia_biome,28658,210,2001,gee
amazonia_biome,132,220,2001,gee
brazil,3815846,14,2001,gee
brazil,8876962,20,2001,gee
brazil,4716948,30,2001,gee
brazil,16937215,40,2001,gee
brazil,918512,50,2001,gee
brazil,52016,60,2001,gee
brazil,1,100,2001,gee
brazil,243938,110,2001,gee
brazil,7837,120,2001,gee
brazil,1879415,130,2001,gee
brazil,36385,140,2001,gee
brazil,13583,150,2001,gee
brazil,389961,160,2001,gee
brazil,4173,170,2001,gee
brazil,156639,180,2001,gee
brazil,1393,190,2001,gee
brazil,5168,200,2001,gee
brazil,44747,210,2001,gee
brazil,132,220,2001,gee
drc,4,14,2001,gee
drc,1119,30,2001,gee
drc,745,40,2001,gee
drc,27,50,2001,gee
drc,4,60,2001,gee
drc,241,160,2001,gee
drc,7,210,2001,gee
paraguay,66715,14,2001,gee
paraguay,67226,20,2001,gee
paraguay,32136,30,2001,gee
paraguay,37460,40,2001,gee
paraguay,3482,50,2001,gee
paraguay,2583,130,2001,gee
wdpa_idn_complex,178,14,2001,gee
wdpa_idn_complex,591,20,2001,gee
wdpa_idn_complex,38,30,2001,gee
wdpa_idn_complex,2195,40,2001,gee
wdpa_idn_complex,2,110,2001,gee
wdpa_idn_complex,14,130,2001,gee
wdpa_idn_complex,539,160,2001,gee
wdpa_idn_complex,5,170,2001,gee
wdpa_idn_complex,2,210,2001,gee
